Tarih,Ay,Saat,PTF,SMF,Poz_DF,Neg_DF,KGUP,URETIM,Dengesizlik,GOP_Geliri,Dengesizlik_Tutarı,Net_Gelir,Dengesizlik_Maliyeti,Birim_DM
2024-01-04,1,04:00,1248.98,1248.98,1211.5106,1286.4494,49.6,50.0,0.3999999999999986,61949.408,484.6042399999983,62434.012240000004,14.987759999996342,0.29975519999992684
2024-01-04,1,05:00,1449.99,1449.99,1406.4903,1493.4897,49.6,50.0,0.3999999999999986,71919.504,562.596119999998,72482.10012,17.39987999999721,0.34799759999994423
2024-01-04,1,06:00,2240.0,2290.0,2172.7999999999997,2358.7000000000003,49.6,50.0,0.3999999999999986,111104.0,869.1199999999968,111973.12,26.880000000004657,0.5376000000000931
2024-01-04,1,07:00,2148.0,2148.0,2083.56,2212.44,49.49,50.0,0.509999999999998,106304.52,1062.6155999999958,107367.1356,32.864400000005844,0.6572880000001169
2024-01-04,1,08:00,2600.0,2693.01,2522.0,2773.8003000000003,49.26,50.0,0.740000000000002,128076.0,1866.280000000005,129942.28,57.720000000001164,1.1544000000000232
2024-01-04,1,09:00,2689.01,2694.0,2608.3397,2774.82,49.19,50.0,0.8100000000000023,132272.4019,2112.755157000006,134385.157057,65.34294299999601,1.3068588599999202
2024-01-04,1,10:00,2599.99,2693.05,2521.9903,2773.8415000000005,49.13,50.0,0.8699999999999974,127737.50869999999,2194.1315609999933,129931.64026099998,67.85973900000681,1.3571947800001363
2024-01-04,1,11:00,2626.26,2694.0,2547.4722,2774.82,49.05,48.0,-1.0499999999999972,128818.053,-2913.5609999999924,125904.49200000001,155.98799999999756,3.249749999999949
2024-01-04,1,12:00,2249.0,2650.0,2181.5299999999997,2729.5,49.34,50.0,0.6599999999999966,110965.66,1439.8097999999925,112405.46979999999,44.530200000008335,0.8906040000001667
2024-01-04,1,13:00,2150.01,2649.0,2085.5097,2728.4700000000003,49.6,50.0,0.3999999999999986,106640.49600000001,834.2038799999971,107474.69988000001,25.80011999999988,0.5160023999999975
2024-01-04,1,14:00,1895.0,2599.99,1838.1499999999999,2677.9896999999996,49.6,50.0,0.3999999999999986,93992.0,735.2599999999974,94727.26,22.74000000000524,0.4548000000001048
2024-01-04,1,15:00,2148.01,2600.0,2083.5697,2678.0,49.6,50.0,0.3999999999999986,106541.29600000002,833.427879999997,107374.72388000002,25.77611999999499,0.5155223999998998
2024-01-04,1,16:00,2348.01,2649.0,2277.5697,2728.4700000000003,49.6,49.0,-0.6000000000000014,116461.29600000002,-1637.082000000004,114824.214,228.27599999999802,4.65869387755098
2024-01-04,1,17:00,2613.64,2678.0,2535.2308,2758.34,49.6,49.0,-0.6000000000000014,129636.544,-1655.004000000004,127981.54,86.82000000000698,1.77183673469402
2024-01-04,1,18:00,2521.9,2598.0,2446.243,2675.94,49.6,50.0,0.3999999999999986,125086.24,978.4971999999965,126064.7372,30.262799999996787,0.6052559999999357
2024-01-04,1,19:00,2208.01,2208.01,2141.7697000000003,2274.2503,49.6,49.0,-0.6000000000000014,109517.29600000002,-1364.5501800000034,108152.74582000001,39.74417999999423,0.8111057142855965
2024-01-04,1,20:00,2348.0,2348.0,2277.56,2418.44,49.6,50.0,0.3999999999999986,116460.8,911.0239999999967,117371.824,28.176000000006752,0.563520000000135
2024-01-04,1,21:00,2360.0,2360.0,2289.2,2430.8,49.6,50.0,0.3999999999999986,117056.0,915.6799999999967,117971.68,28.320000000006985,0.5664000000001397
2024-01-04,1,22:00,2015.0,2015.0,1954.55,2075.4500000000003,49.6,47.0,-2.6000000000000014,99944.0,-5396.170000000004,94547.83,157.16999999999825,3.344042553191452
2024-01-04,1,23:00,1349.99,1349.99,1309.4903,1390.4897,49.6,51.0,1.3999999999999986,66959.504,1833.286419999998,68792.79042,56.699580000000424,1.1117564705882437
2024-01-05,1,00:00,1349.99,849.99,824.4902999999999,1390.4897,49.6,50.0,0.3999999999999986,66959.504,329.7961199999988,67289.30012,210.19988000000012,4.203997600000003
2024-01-05,1,01:00,1694.17,800.0,776.0,1744.9951,49.6,50.0,0.3999999999999986,84030.83200000001,310.3999999999989,84341.232,367.2679999999964,7.3453599999999275
2024-01-05,1,02:00,1800.01,700.0,679.0,1854.0103000000001,49.14,50.0,0.8599999999999994,88452.4914,583.9399999999996,89036.4314,964.0685999999987,19.281371999999973
2024-01-05,1,03:00,1999.99,700.0,679.0,2059.9897,47.9,50.0,2.1000000000000014,95799.521,1425.900000000001,97225.42099999999,2774.0790000000125,55.48158000000025
2024-01-05,1,04:00,2250.01,700.0,679.0,2317.5103000000004,46.27,50.0,3.729999999999997,104107.96270000002,2532.669999999998,106640.63270000002,5859.867299999998,117.19734599999997
2024-01-05,1,05:00,2295.0,700.0,679.0,2363.85,44.9,50.0,5.100000000000001,103045.5,3462.900000000001,106508.4,8241.600000000006,164.8320000000001
2024-01-05,1,06:00,2325.0,1411.0,1368.67,2394.75,43.72,50.0,6.280000000000001,101649.0,8595.247600000002,110244.2476,6005.752399999998,120.11504799999994
2024-01-05,1,07:00,2288.01,1111.0,1077.67,2356.6503000000002,41.96,50.0,8.04,96004.8996,8664.4668,104669.3664,9731.133600000016,194.6226720000003
2024-01-05,1,08:00,2584.01,1888.0,1831.36,2661.5303000000004,39.51,50.0,10.490000000000002,102094.2351,19210.9664,121305.20150000001,7895.298500000004,157.90597000000008
2024-01-05,1,09:00,2689.0,2693.01,2608.33,2773.8003000000003,36.14,50.0,13.86,97180.46,36151.453799999996,133331.9138,1118.0861999999906,22.361723999999814
2024-01-05,1,10:00,2469.21,1851.0,1795.47,2543.2863,31.79,50.0,18.21,78496.1859,32695.508700000002,111191.6946,12268.805399999997,245.37610799999996
2024-01-05,1,11:00,2549.0,2549.0,2472.5299999999997,2625.4700000000003,26.72,46.0,19.28,68109.28,47670.3784,115779.6584,1474.3415999999997,32.05090434782608
2024-01-05,1,12:00,2124.0,1651.0,1601.47,2187.7200000000003,22.18,46.0,23.82,47110.32,38147.015400000004,85257.33540000001,12446.66459999999,270.5796652173911
